Mod:Item:MetaData, Localized Name
viesmachines:block_xegonite_gate, Xegonite Gate
viesmachines:block_xegonite_wall, Xegonite Wall
viesmachines:block_xegonite_torch, Xegonite Torch
viesmachines:block_xegonite_ladder, Xegonite Ladder
viesmachines:block_xegonite_pillar, Xegonite Pillar
viesmachines:block_xegonite_chiseled, Chiseled Xegonite
viesmachines:block_water_basic, Water-Infused Xegonite Block
viesmachines:block_water_stairs, Water-Infused Xegonite Stairs
viesmachines:block_water_fence, Water-Infused Xegonite Fence
viesmachines:block_water_gate, Water-Infused Xegonite Gate
viesmachines:block_water_wall, Water-Infused Xegonite Wall
viesmachines:block_water_torch, Water-Infused Xegonite Torch
viesmachines:block_water_ladder, Water-Infused Xegonite Ladder
viesmachines:block_water_pillar, Water-Infused Xegonite Pillar
viesmachines:block_water_chiseled, Chiseled Water-Infused Xegonite
viesmachines:block_lava_basic, Lava-Infused Xegonite Block
viesmachines:block_lava_stairs, Lava-Infused Xegonite Stairs
viesmachines:block_lava_fence, Lava-Infused Xegonite Fence
viesmachines:block_lava_gate, Lava-Infused Xegonite Gate
viesmachines:block_lava_wall, Lava-Infused Xegonite Wall
viesmachines:block_lava_torch, Lava-Infused Xegonite Torch
viesmachines:block_lava_ladder, Lava-Infused Xegonite Ladder
viesmachines:block_lava_pillar, Lava-Infused Xegonite Pillar
viesmachines:block_lava_chiseled, Chiseled Lava-Infused Xegonite
viesmachines:block_ender_basic, Ender-Infused Xegonite Block
viesmachines:block_ender_stairs, Ender-Infused Xegonite Stairs
viesmachines:block_ender_fence, Ender-Infused Xegonite Fence
viesmachines:block_ender_gate, Ender-Infused Xegonite Gate
viesmachines:block_ender_wall, Ender-Infused Xegonite Wall
viesmachines:block_ender_torch, Ender-Infused Xegonite Torch
viesmachines:block_ender_ladder, Ender-Infused Xegonite Ladder
viesmachines:block_ender_pillar, Ender-Infused Xegonite Pillar
viesmachines:block_ender_chiseled, Chiseled Ender-Infused Xegonite
viesmachines:appliance/extractor, Extractor
viesmachines:appliance/kit_fabricator, Kit Fabricator
viesmachines:appliance/machine_transmogrifier, Machine Transmogrifier (WIP)
viesmachines:appliance/machine_beacon, Machine Beacon (WIP)
viesmachines:decoration/item_display, Item Display (WIP)
waystones:waystone, Waystone
waystones:return_scroll, Return Scroll
waystones:bound_scroll, Bound Scroll
waystones:warp_scroll, Warp Scroll
waystones:warp_stone, Warp Stone
xlfoodmod:rock_salt, Rock Salt
xlfoodmod:grass, Grass
xlfoodmod:vanilla_flower, Vanilla Flower
xlfoodmod:rice_plant, Rice Plant
xlfoodmod:pepper_plant, Pepper Plant
xlfoodmod:corn_plant, Corn Plant
xlfoodmod:cucumber_plant, Cucumber Plant
xlfoodmod:lettuce_plant, Lettuce Plant
xlfoodmod:onion_plant, Onion Plant
xlfoodmod:tomato_plant, Tomato Plant
xlfoodmod:strawberry_plant, Strawberry Plant
xlfoodmod:chocolate_cake, Chocolate Cake
xlfoodmod:oreo_cake, Oreo Cake
xlfoodmod:cheese_cake, Cheese Cake
xlfoodmod:nether_cake, Nether Cake
xlfoodmod:strawberry_cake, Strawberry Cake
xlfoodmod:pumpkin_cake, Pumpkin Cake
xlfoodmod:pizza, Pizza
xlfoodmod:rice_seeds, Rice Seeds
xlfoodmod:rice, Rice
xlfoodmod:butter_rice, Butter Rice
xlfoodmod:fried_rice, Fried Rice
xlfoodmod:pepper_seeds, Pepper Seeds
xlfoodmod:pepper, Pepper
xlfoodmod:corn_seeds, Corn Seeds
xlfoodmod:raw_corn, Raw Corn
xlfoodmod:corn, Corn
xlfoodmod:cucumber_seeds, Cucumber Seeds
xlfoodmod:cucumber, Cucumber
xlfoodmod:lettuce_seeds, Lettuce Seeds
xlfoodmod:lettuce, Lettuce
xlfoodmod:onion, Onion
xlfoodmod:tomato_seeds, Tomato Seeds
xlfoodmod:tomato, Tomato
xlfoodmod:strawberry_seeds, Strawberry Seeds
xlfoodmod:strawberry, Strawberry
xlfoodmod:salt, Salt
xlfoodmod:dough, Dough
xlfoodmod:cooked_dough, Cooked Dough
xlfoodmod:crouton, Crouton
xlfoodmod:butter, Butter
xlfoodmod:cheese, Cheese
xlfoodmod:cheese_puff, Cheese Puff
xlfoodmod:chips, Chips
xlfoodmod:salty_chips, Salty Chips
xlfoodmod:spicy_chips, Spicy Chips
xlfoodmod:onion_rings, Onion Rings
xlfoodmod:cheesy_bread, Cheesy Bread
xlfoodmod:potato_bread, Potato Bread
xlfoodmod:corn_bread, Corn Bread
xlfoodmod:rice_bread, Rice Bread
xlfoodmod:baguette, Baguette
xlfoodmod:fried_egg, Fried Egg
xlfoodmod:pancake, Pancake
xlfoodmod:waffle, Waffle
xlfoodmod:macaroni_and_cheese, Macaroni and Cheese
xlfoodmod:spaghetti, Spaghetti
xlfoodmod:enchilada, Enchilada
xlfoodmod:lasagne, Lasagne
xlfoodmod:jambon_beurre, Jambon-Beurre
xlfoodmod:flesh, Flesh
xlfoodmod:ham, Ham
xlfoodmod:sausage, Sausage
xlfoodmod:bacon, Bacon
xlfoodmod:beef_jerky, Beef Jerky
xlfoodmod:ground_beef, Ground Beef
xlfoodmod:raw_chicken_wing, Raw Chicken Wing
xlfoodmod:cooked_chicken_wing, Cooked Chicken Wing
xlfoodmod:spicy_chicken_wing, Spicy Chicken Wing
xlfoodmod:bucket_of_fried_chicken, Bucket of Fried Chicken
xlfoodmod:top_bun, Top Bun
xlfoodmod:bottom_bun, Bottom Bun
xlfoodmod:hamburger, Hamburger
xlfoodmod:chickenburger, Chickenburger
xlfoodmod:cheeseburger, Cheeseburger
xlfoodmod:hot_dog, Hot Dog
xlfoodmod:sausage_roll, Sausage Roll
xlfoodmod:slice_of_pizza, Slice of Pizza
xlfoodmod:tortilla, Tortilla
xlfoodmod:taco, Taco
xlfoodmod:burrito, Burrito
xlfoodmod:kebab, Kebab
xlfoodmod:chicken_sandwich, Chicken Sandwich
xlfoodmod:blt_sandwich, BLT Sandwich
xlfoodmod:breakfast_sandwich, Breakfast Sandwich
xlfoodmod:grilled_cheese_sandwich, Grilled Cheese Sandwich
xlfoodmod:icecream_sandwich, Ice Cream Sandwich
xlfoodmod:bowl, Bowl
xlfoodmod:garden_salad, Garden Salad
xlfoodmod:chicken_salad, Chicken Salad
xlfoodmod:caesar_salad, Caesar Salad
xlfoodmod:onion_salad, Onion Salad
xlfoodmod:taco_salad, Taco Salad
xlfoodmod:cucumber_soup, Cucumber Soup
xlfoodmod:tomato_soup, Tomato Soup
xlfoodmod:vegetable_soup, Vegetable Soup
xlfoodmod:chicken_soup, Chicken Soup
xlfoodmod:beef_stew, Beef Stew
xlfoodmod:pumpkin_stew, Pumpkin Stew
xlfoodmod:caramel_apple, Caramel Apple
xlfoodmod:marshmallow, Marshmallow
xlfoodmod:roasted_marshmallow, Roasted Marshmallow
xlfoodmod:oreo_cookie, Oreo Cookie
xlfoodmod:twinkie, Twinkie
xlfoodmod:brownie, Brownie
xlfoodmod:bourbon_biscuit, Bourbon Biscuit
xlfoodmod:chocolate, Chocolate
xlfoodmod:chocolate_icecream_ball, Chocolate Ice Cream Ball
xlfoodmod:vanilla_icecream_ball, Vanilla Ice Cream Ball
xlfoodmod:strawberry_icecream_ball, Strawberry Ice Cream Ball
xlfoodmod:icecream_cone, Ice Cream Cone
xlfoodmod:chocolate_icecream, Chocolate Ice Cream
xlfoodmod:vanilla_icecream, Vanilla Ice Cream
xlfoodmod:strawberry_icecream, Strawberry Ice Cream
xlfoodmod:crescent_roll, Crescent Roll
xlfoodmod:donut, Donut
xlfoodmod:sugar_donut, Sugar Donut
xlfoodmod:chocolate_donut, Chocolate Donut
xlfoodmod:vanilla_donut, Vanilla Donut
xlfoodmod:paper_cup, Paper Cup
xlfoodmod:vanilla_cupcake, Vanilla Cupcake
xlfoodmod:chocolate_cupcake, Chocolate Cupcake
xlfoodmod:oreo_cupcake, Oreo Cupcake
xlfoodmod:strawberry_cupcake, Strawberry Cupcake
xlfoodmod:pie_shell, Pie Shell
xlfoodmod:apple_pie, Apple Pie
xlfoodmod:golden_apple_pie, Golden Apple Pie
xlfoodmod:cheese_pie, Cheese Pie
xlfoodmod:chicken_pot_pie, Chicken Pot Pie
xlfoodmod:chocolate_pie, Chocolate Pie
xlfoodmod:bacon_pie, Bacon Pie
xlfoodmod:fish_pie, Fish Pie
xlfoodmod:strawberry_pie, Strawberry Pie
xlfoodmod:tomato_sauce, Tomato Sauce
xlfoodmod:hot_sauce, Hot Sauce
xlfoodmod:chocolate_syrup, Chocolate Syrup
xlfoodmod:vanilla_extract, Vanilla Extract
xlfoodmod:vanilla_cream, Vanilla Cream
xlfoodmod:empty_can, Empty Can
xlfoodmod:speedy_energy_drink, Speedy Energy Drink
xlfoodmod:healthy_energy_drink, Healthy Energy Drink
xlfoodmod:stealthy_energy_drink, Stealthy Energy Drink
xlfoodmod:strong_energy_drink, Strong Energy Drink
xlfoodmod:deadly_energy_drink, Deadly Energy Drink
xlfoodmod:super_energy_drink, Super Energy Drink
xlfoodmod:glass_mug, Glass Mug
xlfoodmod:beer, Beer
xlfoodmod:coffee_cup, Coffee Cup
xlfoodmod:coffee, Coffee
xlfoodmod:cappuccino, Cappuccino
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration2:7, Steel Structural Arm
immersiveengineering:metal_decoration2:8, Aluminium Structural Arm
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:6, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:7, Aluminium Scaffolding Slab
immersiveengineering:steel_scaffolding_stairs0, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs1, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs2, Steel Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs0, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs1, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs2, Aluminium Scaffolding Stairs
immersiveengineering:metal_ladder:0, Metal Ladder
immersiveengineering:metal_ladder:1, Scaffold Covered Ladder
immersiveengineering:metal_ladder:2, Scaffold Covered Ladder
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:connector:13, Redstone Probe Connector
immersiveengineering:metal_device0:0, LV Capacitor
immersiveengineering:metal_device0:1, MV Capacitor
immersiveengineering:metal_device0:2, HV Capacitor
immersiveengineering:metal_device0:3, Creative Capacitor
immersiveengineering:metal_device0:4, Metal Barrel
immersiveengineering:metal_device0:5, Fluid Pump
immersiveengineering:metal_device0:6, Fluid Outlet
immersiveengineering:metal_device1:0, Blast Furnace Preheater
immersiveengineering:metal_device1:1, External Heater
immersiveengineering:metal_device1:2, Kinetic Dynamo
immersiveengineering:metal_device1:3, Thermoelectric Generator
immersiveengineering:metal_device1:4, Powered Lantern
immersiveengineering:metal_device1:5, Charging Station
